date,revenue,cogs,lag_28,lag_35,lag_42,lag_56,lag_91,lag_182,lag_364,lag_371,roll_mean_7,roll_std_7,roll_mean_28,roll_std_28,roll_mean_91,roll_std_91,roll_mean_364,roll_std_364,roll_min_91,roll_max_91,lag364_smooth7,lag364_smooth28,ratio_28_364,ratio_91_364,trend_28_91,cv_91,dow,dom,month,quarter,doy,days_in_month,dom_reverse,is_weekend,is_eom,is_som,is_odd_year,fourier_sin1,fourier_cos1,fourier_sin2,fourier_cos2,fourier_sin3,fourier_cos3,fourier_sin4,fourier_cos4,days_to_tet,tet_before,tet_after,is_special_day,promo_n,promo_disc_max,promo_day_idx,promo_streetwear,promo_outdoor,promo_any,promo_is_percentage,stackable_flag,min_order_value,promo_days_left,promo_ch_all_channels,promo_ch_email,promo_ch_in_store,promo_ch_online,promo_ch_social_media
2013-07-20,4157746.85,3978173.28,5117274.96,5166292.57,3646959.35,5054594.94,6012115.71,2477132.79,3442157.02,3820831.41,6197363.832857142,860702.6483789632,6759112.814642857,2915096.7151507568,6596891.877032966,2571331.9924608585,4618029.660141243,2236800.5448213033,2924734.26,13809349.18,4594831.49,5404705.037142857,1.4636356437858238,1.4285079054323788,162220.93760989048,0.3897793143181463,5,20,7,3,201,31,11,1,0,0,1,-0.3108569682435036,-0.9504567035349151,0.5909121786151564,0.8067358905889147,-0.81241591448689,-0.5830783668499718,0.9534201253498682,0.30164559432857885,160,0,0,0,1,18.0,27,0,0,1,1,0,0.0,2,0,0,0,1,0
2013-07-21,4847680.2,4301699.27,5844565.63,5794009.15,3880132.51,3649585.05,6323547.99,2522776.58,3117550.57,3948841.28,6204586.187142857,856957.8683251016,6837504.978214286,2857319.797899343,6605204.101538462,2567620.503084104,4621484.691042254,2234587.399734911,2924734.26,13809349.18,4603766.721428571,5404646.904642858,1.4795039766045979,1.4292385549477677,232300.87667582463,0.3887268983082692,6,21,7,3,202,31,10,1,0,0,1,-0.3271603271220951,-0.9449688462364056,0.6183126337097825,0.7859322407147274,-0.8414120250581577,-0.5403941192199728,0.9719036673475078,0.23537897398974458,161,0,0,0,1,18.0,28,0,0,1,1,0,0.0,1,0,0,0,1,0
2013-07-22,5926190.4,5032346.99,5243774.5,5795298.96,4476887.83,4403026.04,7292352.56,4100379.42,4730517.69,3503801.49,6125796.978571429,923620.558512589,6867531.708928571,2835120.402111091,6611242.185934066,2563719.967308787,4623232.696123595,2231681.597195523,2924734.26,13809349.18,4522406.428571428,5407561.806071429,1.4854393365678382,1.4300042027902555,256289.52299450524,0.38778188655125984,0,22,7,3,203,31,9,0,0,0,1,-0.34336687399638804,-0.939201357453208,0.6449812683237445,0.7641983796838971,-0.8681676914867166,-0.4962709536721097,0.9857872803589409,0.16799832702298775,162,0,0,0,1,18.0,29,0,0,1,1,0,0.0,0,0,0,0,1,0
2013-07-23,4436778.28,3552350.42,6728887.1,6632615.61,5003847.86,6274027.61,8757473.08,3538734.12,4096496.12,4476729.49,6139550.048571428,933093.2569955395,6883776.690714286,2832896.004017449,6622203.228571429,2562048.329785671,4629130.887731093,2231329.7400934896,2924734.26,13809349.18,4520296.284285714,5300608.763928571,1.4870559631309708,1.4305500080204503,261573.4621428568,0.3868876024117985,1,23,7,3,204,31,8,0,0,0,1,-0.3594718130884232,-0.9331559438780432,0.6708865180801582,0.7415600311898435,-0.8926116709398649,-0.45082635781633507,0.9950052545447351,0.09982255971656324,163,0,0,0,0,0.0,-1,0,0,0,0,0,0.0,-1,0,0,0,0,0
2013-07-24,7329505.1,5924978.27,8817278.13,7437341.02,7209020.15,7359639.59,9358565.61,2836455.88,5246688.08,5184141.46,6336683.9214285705,1318958.6854320155,6935835.21,2855269.2912588953,6643578.476263736,2572250.549617342,4640829.623044693,2239169.9635798954,2924734.26,13809349.18,4646696.258571428,5194704.070357143,1.4945248529614477,1.431549747759347,292256.7337362636,0.3871784699778158,2,24,7,3,205,31,7,0,0,0,1,-0.3754703786876202,-0.9268343944460494,0.6959977221267386,0.7180439894563503,-0.9146788759587107,-0.4041813378607547,0.9995139620968313,0.031174341588782392,164,0,0,0,0,0.0,-1,0,0,0,0,0,0.0,-1,0,0,0,0,0
2013-07-25,6342757.31,4978292.65,7748199.74,7078652.68,6845836.24,12828293.48,9127283.0,2522924.71,5851965.06,6421487.11,6432333.5014285715,1403313.3087780392,6754403.290714286,2618568.835154008,6639721.825824176,2570306.2764164973,4649485.250111421,2242046.633180144,2924734.26,13809349.18,4887646.127142857,5149849.052500001,1.452720662045852,1.4280552509904318,114681.4648901103,0.38711053623055214,3,25,7,3,206,31,6,0,0,0,1,-0.3913578365610259,-0.9202385798054075,0.7202851594252706,0.6936780875245466,-0.9343105477678197,-0.3564600964060307,0.9992920637248697,-0.037621421776574855,165,0,0,0,0,0.0,-1,0,0,0,0,0,0.0,-1,0,0,0,0,0
2013-07-26,6941436.71,5543496.22,6285354.21,5526354.45,4871516.57,13809349.18,6156392.84,2823082.71,5156699.45,5171470.46,6540762.038571429,1349952.906115263,6485689.184642858,2224129.5930201476,6616685.240879122,2563906.623772591,4654029.330555555,2240581.279937732,2924734.26,13809349.18,5152733.735714287,5082098.514642857,1.393564312554226,1.4217111175982389,-130996.0562362643,0.38749109719354563,4,26,7,3,207,31,5,0,0,0,1,-0.4071294853542516,-0.9133704517637858,0.7437200839287408,0.6684911643103645,-0.9514544127333381,-0.307789701728727,0.9943406096530519,-0.10623912647794644,166,0,0,0,0,0.0,-1,0,0,0,0,0,0.0,-1,0,0,0,0,0
2013-07-27,4353958.13,3499528.32,9546012.78,5117274.96,5166292.57,13162597.88,6420235.09,2312290.79,4326956.84,3442157.02,7173438.87,1588368.8612948165,6356525.4310714295,1903988.553618064,6593707.421098902,2527526.141350668,4667580.531246537,2252232.6054574265,2924734.26,13809349.18,5874894.595714286,5043233.262500001,1.3618459046434144,1.4126606658327903,-237181.99002747238,0.38332397541070035,5,27,7,3,208,31,4,1,0,0,1,-0.4227806579826773,-0.9062320427107697,0.7662747586044899,0.6425130304714689,-0.9660648215530205,-0.25829974943412287,0.9846830346495282,-0.17435401134873857,167,0,0,0,0,0.0,-1,0,0,0,0,0,0.0,-1,0,0,0,0,0
2013-07-28,6017516.42,4917333.26,7372318.59,5844565.63,5794009.15,12079925.72,9099343.31,3818881.29,4804199.65,3117550.57,7391689.292857142,1476353.0609062703,6188396.6049999995,1555905.0664458266,6570820.55065934,2510702.409235875,4675052.183342542,2253599.1615847554,2924734.26,13809349.18,6432275.912857143,5023209.710714286,1.3237064234383489,1.4055074238682344,-382423.94565934036,0.38209876375088986,6,28,7,3,209,31,3,1,1,0,1,-0.4383067230125192,-0.898825465016444,0.7879224882631226,0.6157744331240536,-0.9781028708075101,-0.20812201737948605,0.970365047111836,-0.2416436950215011,168,0,0,0,0,0.0,-1,0,0,0,0,0,0.0,-1,0,0,0,0,0
2013-07-29,8158241.16,6599164.67,6359864.53,5243774.5,5795298.96,9411997.25,13160942.22,5008712.77,6586130.95,4730517.69,7551130.725714286,1248391.201571965,6079391.865,1422931.2305244417,6527370.180329671,2479222.1833003145,4679693.5396694215,2252220.9954103273,2924734.26,13809349.18,6980913.332857142,5038365.729285714,1.2991004247319697,1.3948285555448512,-447978.3153296709,0.3798194548198734,0,29,7,3,210,31,2,0,1,0,1,-0.45370308603134424,-0.8911529104063088,0.8086376511543126,0.5883070194512693,-0.9875365065492301,-0.15739011478661072,0.9514544127333379,-0.30778970172872777,169,0,0,0,0,0.0,-1,0,0,0,0,0,0.0,-1,0,0,0,0,0
2013-07-30,7711378.77,7073525.07,7209130.33,6728887.1,6632615.61,5397308.75,11190466.86,4833870.43,9151622.14,4096496.12,7619736.901428572,1208222.909358461,6144099.778571429,1431932.5347879636,6515931.908681318,2473580.9166763816,4686642.541840659,2253020.7824903377,2924734.26,13809349.18,7572423.404285714,5022550.824642858,1.3109810965353375,1.390319797276925,-371832.13010988943,0.379620436699281,1,30,7,3,211,31,1,0,1,0,1,-0.46896519100763184,-0.8832166493127127,0.8283957292921138,0.5601432992463508,-0.9943406096530518,-0.10623912647794741,0.9280406337745429,-0.37247896861882634,170,0,0,0,1,50.0,0,1,0,1,0,0,150000.0,34,0,0,0,1,0
2013-07-31,10104475.36,10851542.12,8038680.63,8817278.13,7437341.02,6860958.96,13051232.31,4296295.37,9148357.3,5246688.08,7508508.687142857,1111577.1405380422,6186161.266785714,1470545.9299114256,6508216.866043955,2467652.423388355,4694651.148131868,2259749.1190904686,2924734.26,13809349.18,7866314.574285715,4972413.388928572,1.3177041427769045,1.386304681793823,-322055.59925824124,0.37915952620803295,2,31,7,3,212,31,0,0,1,0,1,-0.48408852163897587,-0.8750190302029955,0.847173337473877,0.5313166064347815,-0.9984970627014779,-0.054805253183622435,0.9002345254572965,-0.4354053274532549,171,0,0,0,1,50.0,1,1,0,1,0,0,150000.0,33,0,0,0,1,0
2013-08-01,10998208.4,12167214.07,2521315.44,7748199.74,7078652.68,5692902.11,11179665.29,3378679.46,9692427.0,5851965.06,6761810.93,2172761.8498151423,6072890.314285713,1624080.2030316647,6488993.290659341,2491971.2424745136,4694018.0217307685,2260327.175864141,2521315.44,13809349.18,7517032.365714286,4930573.784285715,1.2937509583839497,1.3823963309511822,-416102.9763736278,0.38403048529293615,3,1,8,3,213,31,30,0,0,1,1,-0.4990686026885319,-0.8665624788845385,0.8649482509584342,0.5018610596210326,-0.9999947982262414,-0.003225448877108172,0.868167691486717,-0.4962709536721089,172,0,0,0,1,50.0,2,1,0,1,0,0,150000.0,32,0,0,0,1,0
2013-08-02,7422715.15,9601836.11,2494107.65,6285354.21,5526354.45,3843507.28,8173550.12,4073777.92,9297269.95,5156699.45,6220204.278571428,2715949.197550788,6024697.470357142,1710411.3745768252,6482623.963516483,2501519.9025561595,4692479.775109891,2261636.476709313,2494107.65,13809349.18,7094728.472857143,4891924.269642858,1.2839048347770563,1.3814921479048186,-457926.4931593407,0.38588076628143897,4,2,8,3,214,31,29,0,0,1,1,-0.5139010013093103,-0.8578494977869301,0.8816994317707848,0.4718115217065765,-0.9988298281778684,0.04836294389478229,0.8319919011831955,-0.5547877759698494,173,0,0,0,1,50.0,3,1,0,1,0,0,150000.0,31,0,0,0,1,0
2013-08-03,5599602.67,7786528.35,2452372.43,9546012.78,5117274.96,3646959.35,3225175.57,2351969.75,6384195.03,4326956.84,5206827.085714286,2588606.4966816315,5982033.651785715,1785181.730379173,6469318.203846155,2519836.4357510004,4691887.581401099,2262196.2030270584,2452372.43,13809349.18,6107390.087142857,4892204.937142857,1.2749737814475404,1.378830607427784,-487284.5520604402,0.38950571858606386,5,3,8,3,215,31,28,1,0,0,1,-0.5285813283559292,-0.8488826652214553,0.8974070536021568,0.44120355862696276,-0.9950052545447352,0.09982255971656227,0.7918783711724181,-0.6106788397098085,174,0,0,0,1,50.0,4,1,0,1,0,0,150000.0,30,0,0,0,1,0
2013-08-04,5021938.29,7089757.76,2958215.01,7372318.59,5844565.63,3880132.51,3906711.0,2743224.75,2359224.19,4804199.65,4576240.86,2509605.9273474417,5949108.026785715,1833239.6838872475,6469686.124175825,2519315.5323730814,4693528.688846154,2260716.6918898826,2452372.43,13809349.18,5174418.095714286,4920303.164285714,1.2675128716957367,1.3784268837113078,-520578.0973901106,0.3894030535668402,6,4,8,3,216,31,27,1,0,0,1,-0.5431052396834317,-0.8396646346181327,0.912052525275964,0.41007339725680436,-0.9885312610933433,0.15101637606963153,0.748016955033124,-0.6636796177245262,175,0,0,0,1,50.0,5,1,0,1,0,0,150000.0,29,0,0,0,1,0
2013-08-05,2231563.34,3064145.21,2571901.18,6359864.53,5243774.5,4476887.83,4311626.38,3599084.22,3630003.7,6586130.95,4035103.238571428,2468973.678232351,5881072.789285714,1923049.4350516708,6446620.485714287,2545440.7104003183,4690846.036978022,2262657.838173458,2452372.43,13809349.18,4429598.741428571,4877821.365357143,1.2537339198355932,1.374298033850496,-565547.6964285728,0.394848853913615,0,5,8,3,217,31,26,0,0,0,1,-0.5574684374327892,-0.8301981337405212,0.9256185127518922,0.3784578825324888,-0.9794250862518065,0.201808078184798,0.7006152447379053,-0.7135392622980498,176,0,0,0,1,50.0,6,1,0,1,0,0,150000.0,28,0,0,0,1,0
2013-08-06,2493225.51,3592496.3,4624825.33,7209130.33,6728887.1,5003847.86,3763332.37,3829186.14,2240253.44,9151622.14,3665916.81,2077427.0936879343,5867536.270357142,1930771.4823198472,6450264.091758242,2542559.7619415116,4689169.9015659345,2262479.6473787446,2452372.43,13809349.18,3588916.8414285714,4879642.333571428,1.2512953024793783,1.3755663000404816,-582727.8214010997,0.39417917247609147,1,6,8,3,218,31,25,0,0,0,1,-0.5716666713027052,-0.8204859638785327,0.9380889596420647,0.3463944338433696,-0.9677109772087535,0.25206242201026163,0.6498975881398573,-0.7600217924046628,177,0,0,0,1,50.0,7,1,0,1,0,0,150000.0,27,0,0,0,1,0
2013-08-07,2638845.23,3381813.66,3855254.64,8038680.63,8817278.13,7209020.15,5458168.5,2313071.08,2617553.36,9148357.3,3068284.5257142857,847432.8818414244,5747758.930714286,1948415.436035766,6426565.408901099,2556702.8649294884,4684423.664917583,2262411.7576092295,2452372.43,13809349.18,3067261.0300000003,4856463.573928571,1.2269938293071558,1.3719009783488847,-678806.4781868132,0.39783347748835374,2,7,8,3,219,31,24,0,0,0,1,-0.5856957398073508,-0.8105309990194823,0.9494491062150135,0.31392100074304014,-0.953420125349868,0.3016455943285796,0.5961040271552042,-0.8029072105849764,-177,0,0,0,1,50.0,8,1,0,1,0,0,150000.0,26,0,0,0,1,0
2013-08-08,3065089.0,4223344.7,5785320.61,2521315.44,7748199.74,6845836.24,5815611.07,2839296.13,4478691.52,9692427.0,3534570.978571429,1282575.7576788738,5709883.3725000005,1936550.7967673538,6443494.692967034,2547178.1324233008,4684562.919285715,2262478.1363676167,2452372.43,13809349.18,3214254.978571429,4843138.734285714,1.218872170334863,1.3754740418663252,-733611.3204670334,0.3953100380766206,3,8,8,3,220,31,23,0,0,0,1,-0.5995514915196489,-0.8003361849976323,0.9596855068649522,0.2810760180331286,-0.936590583203982,0.3504255690637097,0.539489161667411,-0.8419925441732807,-176,0,0,0,1,50.0,9,1,0,1,0,0,150000.0,25,0,0,0,1,0
2013-08-09,2598855.08,3418548.13,6053300.71,2494107.65,6285354.21,4871516.57,4248246.45,2648161.4,3412496.65,9297269.95,4043027.1300000004,1490064.0568733194,5752089.948928571,1930470.8713445277,6462957.757802197,2537227.049728584,4686606.29565934,2263379.8190851402,2452372.43,13809349.18,3256850.1657142853,4824608.417142858,1.2273465245536126,1.3790272427594537,-710867.8088736255,0.3925798596881743,4,9,8,3,221,31,22,0,0,0,1,-0.6132298262997502,-0.7899045386224707,0.968786046025684,0.24789836027275647,-0.9172671631198612,0.39827245882943246,0.48032094452978846,-0.8770928059481573,-175,0,0,0,1,50.0,10,1,0,1,0,0,150000.0,24,0,0,0,1,0
2013-08-10,1776113.02,2320738.01,4161301.31,2452372.43,9546012.78,5166292.57,4388803.6,2957587.36,2732604.35,6384195.03,4287159.827142857,1315823.338689349,5716197.403928571,1950999.3491325525,6451385.335384615,2545373.619571948,4687541.652527473,2263091.378529683,2452372.43,13809349.18,3513087.125714286,4798273.04,1.2194446103420666,1.3762833087373412,-735187.9314560434,0.3945468278899821,5,10,8,3,222,31,21,1,0,0,1,-0.6267266965083301,-0.7792391467859886,0.9767399525103048,0.21442729576751102,-0.895501317943504,0.44505886078298396,0.4188794133697436,-0.9080418696596647,-174,0,0,0,1,50.0,11,1,0,1,0,0,150000.0,23,0,0,0,1,0
2013-08-11,2074476.53,2834815.33,4482102.22,2958215.01,7372318.59,5794009.15,4298069.68,3380985.73,3388181.83,2359224.19,4504858.0,1178169.9863278181,5669343.585,1964765.8123942935,6451117.315494506,2545581.9617774524,4689006.65510989,2262784.447931277,2452372.43,13809349.18,3679192.825714286,4779558.928571428,1.2090713453822417,1.3757961525740934,-781773.7304945057,0.39459551536342236,6,11,8,3,223,31,20,1,0,0,1,-0.6400381082043503,-0.7683431655492202,0.9835378122597296,0.18070244009239297,-0.8713510040136405,0.49066019586310516,0.3554553651969341,-0.9346932562893102,-173,0,0,0,1,50.0,12,1,0,1,0,0,150000.0,22,0,0,0,1,0
2013-08-12,1933036.01,2566277.36,4387240.36,2571901.18,6359864.53,5795298.96,4663488.62,4189315.44,3928170.01,3630003.7,4764192.168571429,830184.6646415851,5619055.7778571425,1979387.695987148,6442541.81945055,2551261.9610528233,4691433.684972527,2261983.3520651474,2452372.43,13809349.18,3789376.634285714,4652871.960357143,1.1977267835749121,1.373256503675438,-823486.0415934073,0.3960023904463234,0,12,8,3,224,31,19,0,0,0,1,-0.65316012232693,-0.7572198192083127,0.9891715794849547,0.14676370920373963,-0.8448805268402667,0.5349550405091192,0.2903489800882674,-0.9569208273215203,-172,0,0,0,1,50.0,13,1,0,1,0,0,150000.0,21,0,0,0,1,0
2013-08-13,2531884.21,3266499.42,4411030.39,4624825.33,7209130.33,6632615.61,5622176.45,3967295.55,4033912.16,2240253.44,4733650.034285715,840040.6574307005,5539713.448571429,1981779.0234103985,6426319.934945055,2559511.8790228926,4691253.192939561,2262003.1524047675,2452372.43,13809349.18,3886060.5485714287,4665623.906071428,1.1808600433054475,1.3698514385488312,-886606.4863736266,0.39828578485561755,1,13,8,3,225,31,18,0,0,0,1,-0.666088855860977,-0.7458723993404063,0.993634586189866,0.11265127219562909,-0.8161603698771164,0.5778254499778013,0.22386840046373174,-0.9746193817454125,-171,0,0,0,1,50.0,14,1,0,1,0,0,150000.0,20,0,0,0,1,0
2013-08-14,2791478.67,3740726.27,4475453.64,3855254.64,8038680.63,7437341.02,6416011.44,3156812.35,3780293.26,2617553.36,4822249.891428572,760936.6162104949,5433931.756428571,1955613.4181840196,6386438.771318682,2561344.0086942087,4689306.248379122,2261882.7330186856,2452372.43,13809349.18,3988547.885714286,4669631.085357143,1.158792253823651,1.3619154802538609,-952507.0148901101,0.4010598238563146,2,14,8,3,226,31,17,0,0,0,1,-0.6788204829862355,-0.734304263829602,0.9969215500633253,0.07840550375666766,-0.7852670068439961,0.6191572723971441,0.156328272677186,-0.9877051539613263,-170,0,0,0,1,50.0,15,1,0,1,0,0,150000.0,19,0,0,0,1,0
2013-08-15,3665019.45,4896607.22,6265533.39,5785320.61,2521315.44,7078652.68,7727680.05,3286622.13,5249978.18,4478691.52,4890851.717142857,875287.1698456865,5404891.7817857135,1936226.6196781667,6383458.449890111,2561324.961695035,4688877.804093407,2261568.4691121276,2452372.43,13809349.18,4062279.185714286,4683706.338928571,1.1527047638279728,1.3614043096446935,-978566.6681043971,0.40124408763702807,3,15,8,3,227,31,16,0,0,0,1,-0.6913512362094071,-0.722518835873311,0.9990285807311906,0.044066936383449135,-0.7522826980987246,0.6588404527207655,0.08804825782465771,-0.9961162102355541,-169,0,0,0,1,50.0,16,1,0,1,0,0,150000.0,18,0,0,0,1,0
2013-08-16,3619170.1,4661015.06,6310739.5,6053300.71,2494107.65,5526354.45,6520355.77,2860640.37,4089284.05,3412496.65,4927628.687142857,935600.6639617987,5432905.533571429,1943708.9255394673,6388287.314175825,2560762.8493276862,4692007.664093407,2263026.05155227,2452372.43,13809349.18,4006973.0871428573,4676828.073571428,1.1579063638680518,1.3615253365981392,-955381.780604396,0.40085279878462377,4,16,8,3,228,31,15,0,0,0,1,-0.7036774074790128,-0.7105196029692745,0.999953184360873,0.009676212407230897,-0.717295271600886,0.6967693257736101,0.019351518818325447,-0.9998127418269003,-168,0,0,0,1,50.0,17,1,0,1,0,0,150000.0,17,0,0,0,1,0
2013-08-17,3066137.96,4129676.85,4157746.85,4161301.31,2452372.43,5117274.96,5126131.05,3339909.75,3450015.71,2732604.35,4927120.907142857,936086.730646495,5398636.672499999,1957886.6490929865,6367909.634395605,2571146.720599435,4693973.57021978,2262247.9918607115,2452372.43,13809349.18,4023197.5257142857,4754542.855357142,1.1501208074009726,1.356613866510852,-969272.9618956055,0.4037662071571575,5,17,8,3,229,31,14,1,0,0,1,-0.7157953492826642,-0.6983101158835584,0.9996942666129788,-0.024725964109382385,-0.6803978890506108,0.7328428976086707,-0.049436809113255716,-0.998777253397723,-167,0,0,0,1,50.0,18,1,0,1,0,0,150000.0,16,0,0,0,1,0
